fort_id,name_primary,alt_names,state_territory,state_full_name,location_text,fort_type,nationality,dates_raw,earliest_year,latest_year,source_url,source_section,description_raw,entry_raw,other_attributes,scraped_at
1500,Fort Shandaken,,NY,New York,"Shandaken Township, Ulster County",stockade,United States (Colonial/Revolutionary),(1778 - unknown),1778,1778,https://www.northamericanforts.com/East/nycatskill.html,East,"A local militia log stockade built around the Jacob Longyear house, used as a refuge for area settlers and as a base for militia attacks against the Indians. A new state marker (erected after 1995) is located on NY 28 near Mount Pleasant .","Fort Shandaken (1778 - unknown), Shandaken Township, Ulster County - A local militia log stockade built around the Jacob Longyear house, used as a refuge for area settlers and as a base for militia attacks against the Indians. A new state marker (erected after 1995) is located on NY 28 near Mount Pleasant .",,2025-11-30 02:27:32
1492,Fort Skenesborough,Fort Wilkens|Philipsburg Blockhouse,NY,New York,near Whitehall,blockhouse,Great Britain|United States (Colonial/Revolutionary),"(1759 - 1783, 1814 - 1815)",1759,1815,https://www.northamericanforts.com/East/ny.html,East,"Originally named Fort Wilkens , it consisted of a stockaded blockhouse and barracks located on a hill to the west of Wood Creek (between the present-day Presbyterian Church and the Masonic Temple). It was found dilapidated when the Patriots took control of the site in 1775. The Patriots then built a new fort here, and also a shipyard at the harbor for Benedict Arnold's Lake Champlain fleet. The British briefly captured the fort in July 1777, also fortifying a nearby livestock barn. After the Patriot victory at Saratoga in 1777, the fort and shipyard were back in Patriot hands. The fort and shipyard were again raided by the British in 1780. During the War of 1812, a new blockhouse and barracks (aka Philipsburg Blockhouse ) were built on the old fort's site by the Americans to protect the shipyard that was again in operation. The town was originally named Skenesborough , and may have been named Philipsburg before it was renamed Whitehall . See also Whitehall Tour from A Revolutionary Day Along Historic US Route 4 || History of the Town of Whitehall Also of interest in town on Skenesborough Drive is the Skenesborough Museum , which has the remains of the schooner U.S.S. Ticonderoga (1814) on exhibit.","Fort Skenesborough (1759 - 1783, 1814 - 1815), near Whitehall - Originally named Fort Wilkens , it consisted of a stockaded blockhouse and barracks located on a hill to the west of Wood Creek (between the present-day Presbyterian Church and the Masonic Temple). It was found dilapidated when the Patriots took control of the site in 1775. The Patriots then built a new fort here, and also a shipyard at the harbor for Benedict Arnold's Lake Champlain fleet. The British briefly captured the fort in July 1777, also fortifying a nearby livestock barn. After the Patriot victory at Saratoga in 1777, the fort and shipyard were back in Patriot hands. The fort and shipyard were again raided by the British in 1780. During the War of 1812, a new blockhouse and barracks (aka Philipsburg Blockhouse ) were built on the old fort's site by the Americans to protect the shipyard that was again in operation. The town was originally named Skenesborough , and may have been named Philipsburg before it was renamed Whitehall . See also Whitehall Tour from A Revolutionary Day Along Historic US Route 4 || History of the Town of Whitehall Also of interest in town on Skenesborough Drive is the Skenesborough Museum , which has the remains of the schooner U.S.S. Ticonderoga (1814) on exhibit.",,2025-11-30 02:27:31
1573,Fort Slongo,,NY,New York,Fort Salonga,redoubt,Great Britain|United States (Colonial/Revolutionary),(1778 ? - 1781),1778,1778,https://www.northamericanforts.com/East/nylong.html,East,"Located at Treadwell's Neck along NY 25A, about one mile northeast of Bread and Cheese Hollow Road. A British earthwork redoubt with a ditch and a seven-foot high wall, garrisoned by 100 men. Captured by Patriots in October 1781 (""Battle of Treadwell's Neck""). The blockhouse and stores were destroyed, but most of the men escaped. Trace remains of the blockhouse foundations and earthwork walls are still extant, located behind 46 Brookfield Road (private property). The village's name was later corrupted.","Fort Slongo (1778 ? - 1781), Fort Salonga - Located at Treadwell's Neck along NY 25A, about one mile northeast of Bread and Cheese Hollow Road. A British earthwork redoubt with a ditch and a seven-foot high wall, garrisoned by 100 men. Captured by Patriots in October 1781 (""Battle of Treadwell's Neck""). The blockhouse and stores were destroyed, but most of the men escaped. Trace remains of the blockhouse foundations and earthwork walls are still extant, located behind 46 Brookfield Road (private property). The village's name was later corrupted.",,2025-11-30 02:27:37
1536,Fort St. Croix,,NY,New York,North Hoosick,stockade,Netherlands|Great Britain,"(1620's, 1750's)",1620,1750,https://www.northamericanforts.com/East/nyhudson.html,East,"A Dutch stockaded fort once located on the east bank of the Hoosick River, west of town. It was destroyed after several years. The village was stockaded again by the settlers during the French and Indian War.","Fort St. Croix (1620's, 1750's), North Hoosick - A Dutch stockaded fort once located on the east bank of the Hoosick River, west of town. It was destroyed after several years. The village was stockaded again by the settlers during the French and Indian War.",,2025-11-30 02:27:36
1528,Fort Stevens,FORT WIKI|Castle Bogardus|Devil Tower|Mill Rock Blockhouse,NY,New York,Queens,battery,United States,(1814 - 1815),1814,1815,https://www.northamericanforts.com/East/nycity2.html,East,"FORT WIKI A temporary 12-gun fort on Hallet's Point at Hell Gate to prevent enemy passage up the East River. Just southeast on Lawrence Hill was Castle Bogardus (1814 - 1815), a six-sided stone blockhouse/tower to protect Fort Stevens' rear. Also known as Devil Tower . Mill Rock Blockhouse (with battery) (1814 - 1815) was constructed on Mill Rock Island nearby in the East River to provide crossfire with Fort Stevens. It burned down in 1821. FORT WIKI","Fort Stevens (1814 - 1815), Queens - FORT WIKI A temporary 12-gun fort on Hallet's Point at Hell Gate to prevent enemy passage up the East River. Just southeast on Lawrence Hill was Castle Bogardus (1814 - 1815), a six-sided stone blockhouse/tower to protect Fort Stevens' rear. Also known as Devil Tower . Mill Rock Blockhouse (with battery) (1814 - 1815) was constructed on Mill Rock Island nearby in the East River to provide crossfire with Fort Stevens. It burned down in 1821. FORT WIKI",,2025-11-30 02:27:34
1612,Fort Suppose,,NY,New York,Buffalo,fort,France,(unknown dates),,,https://www.northamericanforts.com/East/nywest.html,East,"A French fort may have been here, or proposed, at some undetermined time, but was probably never built.","Fort Suppose (unknown dates), Buffalo - A French fort may have been here, or proposed, at some undetermined time, but was probably never built.",,2025-11-30 02:27:41
1508,Fort Westbrook,NOTE:|Anthony Westbrook's Fort,NY,New York,Westbrookville,blockhouse,Great Britain,(1750's),1750,1750,https://www.northamericanforts.com/East/nycatskill.html,East,"A settlers' fort or blockhouse built by Tjerck Van Keuren Westbrook. Still extant (?), it was recently used as a restaurant. See also History of Mamakating Township from Sullivan County Historical Society NOTE: not to be confused with Anthony Westbrook's Fort (1750's) located in Montague, New Jersey.","Fort Westbrook (1750's), Westbrookville - A settlers' fort or blockhouse built by Tjerck Van Keuren Westbrook. Still extant (?), it was recently used as a restaurant. See also History of Mamakating Township from Sullivan County Historical Society NOTE: not to be confused with Anthony Westbrook's Fort (1750's) located in Montague, New Jersey.",,2025-11-30 02:27:32
1604,Fort William Augustus,Fort Lévis|Fort Isle Royale|Chimney Island Blockhouse,NY,New York,near Ogdensburg,battery,France|Great Britain,"(1760 - 1761, 1814)",1760,1814,https://www.northamericanforts.com/East/nynorwest.html,East,"Located about three miles downstream (northeast) from Fort Oswegatchie on Chimney Island (Isle Royale), this was previously French Fort Lévis (1759 - 1760). It was a square log fort with four demi-bastions, barracks, magazines, and Officers' quarters, with 35 guns, and garrisoned by 300 men. The French may have also called it Fort Isle Royale . This position was regarded as a more strategic location to defend the river than that at Ogdensburg . The British attacked and captured the fort in August 1760, and then rebuilt it. In 1814 the British built a 10-gun battery on the lower (northern) end of the island, after Ogdensburg was captured. The British Chimney Island Blockhouse was built in December 1814. The island was later mostly obliterated (reduced to six acres) by the St. Lawrence Seaway Project in 1957.","Fort William Augustus (1760 - 1761, 1814), near Ogdensburg - Located about three miles downstream (northeast) from Fort Oswegatchie on Chimney Island (Isle Royale), this was previously French Fort Lévis (1759 - 1760). It was a square log fort with four demi-bastions, barracks, magazines, and Officers' quarters, with 35 guns, and garrisoned by 300 men. The French may have also called it Fort Isle Royale . This position was regarded as a more strategic location to defend the river than that at Ogdensburg . The British attacked and captured the fort in August 1760, and then rebuilt it. In 1814 the British built a 10-gun battery on the lower (northern) end of the island, after Ogdensburg was captured. The British Chimney Island Blockhouse was built in December 1814. The island was later mostly obliterated (reduced to six acres) by the St. Lawrence Seaway Project in 1957.",,2025-11-30 02:27:40
1496,Fort Williams (3),White Creek Fort,NY,New York,Salem,stockade,United States (Colonial/Revolutionary),(1775 - 1777),1775,1777,https://www.northamericanforts.com/East/ny.html,East,"Originally built in 1774 as the New England Presbyterian church, converted to barracks by the Patriots in 1775, and then fortified (stockaded), known as White Creek Fort . It was renamed in 1776, and destroyed (burned) by the British in August 1777. The church was rebuilt in 1783. The current structure (1836) on the site is now the Fort Salem Theater. The town was formally named in 1788.","Fort Williams (3) (1775 - 1777), Salem - Originally built in 1774 as the New England Presbyterian church, converted to barracks by the Patriots in 1775, and then fortified (stockaded), known as White Creek Fort . It was renamed in 1776, and destroyed (burned) by the British in August 1777. The church was rebuilt in 1783. The current structure (1836) on the site is now the Fort Salem Theater. The town was formally named in 1788.",,2025-11-30 02:27:31
1537,Fort Winslow,Fort Ingoldsby|Col. James Montresor's Blockhouse|Storehouse Barracks|Fort Stillwater|General Philip Schuyler's Supply Depot,NY,New York,Stillwater,blockhouse,Great Britain|United States (Colonial/Revolutionary),(1756 - 1758),1756,1758,https://www.northamericanforts.com/East/nyhudson.html,East,"Built on the site of Fort Ingoldsby (1709). Later, Col. James Montresor's Blockhouse and Storehouse Barracks were built here 1758 - 1759 or 1760. All of these were stockaded blockhouses, and were gone by the time of the American Revolution. The Patriots constructed a fortified supply depot here in 1777 (before the Battle of Saratoga), with defensive earthworks, which may have been called Fort Stillwater , or General Philip Schuyler's Supply Depot .","Fort Winslow (1756 - 1758), Stillwater - Built on the site of Fort Ingoldsby (1709). Later, Col. James Montresor's Blockhouse and Storehouse Barracks were built here 1758 - 1759 or 1760. All of these were stockaded blockhouses, and were gone by the time of the American Revolution. The Patriots constructed a fortified supply depot here in 1777 (before the Battle of Saratoga), with defensive earthworks, which may have been called Fort Stillwater , or General Philip Schuyler's Supply Depot .",,2025-11-30 02:27:36
1575,Fort at Canoe Place,,NY,New York,Canoe Place,redoubt,Great Britain,(1779 - 1780),1779,1780,https://www.northamericanforts.com/East/nylong.html,East,"A British earthwork redoubt located on a hill behind the Canoe Place Inn (1750), now on the west side of the present-day Shinnecock Canal. This was once an important portage between Peconic Bay and Shinnecock Bay. The old inn burned down in 1921. The redoubt still existed until the 1980's before the area became developed with residential homes.","Fort at Canoe Place (1779 - 1780), Canoe Place - A British earthwork redoubt located on a hill behind the Canoe Place Inn (1750), now on the west side of the present-day Shinnecock Canal. This was once an important portage between Peconic Bay and Shinnecock Bay. The old inn burned down in 1921. The redoubt still existed until the 1980's before the area became developed with residential homes.",,2025-11-30 02:27:37
1545,Fort at Kinderhook,,NY,New York,Kinderhook,stockade,Great Britain,(1755 - unknown),1755,1755,https://www.northamericanforts.com/East/nyhudson.html,East,A town stockade built for protection against French-led Indian raids. The old Dutch church parsonage on Hudson Street opposite Sylvester Street was within the stockade. (special thanks to Clifford W. Lamere for providing information),"Fort at Kinderhook (1755 - unknown), Kinderhook - A town stockade built for protection against French-led Indian raids. The old Dutch church parsonage on Hudson Street opposite Sylvester Street was within the stockade. (special thanks to Clifford W. Lamere for providing information)",,2025-11-30 02:27:36
1637,Fort at the Bay of the Cayugas,,NY,New York,Sodus Point,trading post,France,"(1709, 1720's ?)",1709,1720,https://www.northamericanforts.com/East/nywest.html,East,"A fortified French trading post built by Louis Thomas de Joncaire. Exact location undetermined, possibly on Sodus Heights. A French presence was reportedly still here by 1727, and although a formal military fort was proposed here in 1728, it was never actually built. Another French fort was again proposed in 1751 and also never built. (thanks to Tom Sawtelle for providing information)","Fort at the Bay of the Cayugas (1709, 1720's ?), Sodus Point - A fortified French trading post built by Louis Thomas de Joncaire. Exact location undetermined, possibly on Sodus Heights. A French presence was reportedly still here by 1727, and although a formal military fort was proposed here in 1728, it was never actually built. Another French fort was again proposed in 1751 and also never built. (thanks to Tom Sawtelle for providing information)",,2025-11-30 02:27:41
1514,Fort d'Anormee Berge,,NY,New York,Manhattan,trading post,France,(1542),1542,1542,https://www.northamericanforts.com/East/nycity.html,East,"A mythical French fortified trading post supposedly located on an island (or a marshy extension) in a small fresh-water lake on Manhattan Island, later known as Collect Pond , in the area bound by present-day Franklin, Lafayette, Duane, and Baxter Streets, near the present New York County Courthouse. This trade post probably never actually existed. The pond remained a notable landmark until drained in 1811.","Fort d'Anormee Berge (1542), Manhattan - A mythical French fortified trading post supposedly located on an island (or a marshy extension) in a small fresh-water lake on Manhattan Island, later known as Collect Pond , in the area bound by present-day Franklin, Lafayette, Duane, and Baxter Streets, near the present New York County Courthouse. This trade post probably never actually existed. The pond remained a notable landmark until drained in 1811.",,2025-11-30 02:27:33
1611,Fort of the Eries,,NY,New York,Buffalo,stockade,,(c. 1500 - 1653),1500,1500,https://www.northamericanforts.com/East/nywest.html,East,"An Erie Indian palisaded circular earthwork located on the south side of Buffalo Creek. The Seneca Indians finally defeated the Eries here in 1653, according to French accounts.","Fort of the Eries (c. 1500 - 1653), Buffalo - An Erie Indian palisaded circular earthwork located on the south side of Buffalo Creek. The Seneca Indians finally defeated the Eries here in 1653, according to French accounts.",,2025-11-30 02:27:41
1622,Fox Point Battery,,NY,New York,Youngstown,battery,United States,(1812),1812,1812,https://www.northamericanforts.com/East/nywest.html,East,"A militia battery, the fifth such battery south from Fort Niagara. Marker on Main Street.","Fox Point Battery (1812), Youngstown - A militia battery, the fifth such battery south from Fort Niagara. Marker on Main Street.",,2025-11-30 02:27:41
1594,French Fort,,NY,New York,Onondaga,stockade,France,(1696),1696,1696,https://www.northamericanforts.com/East/nynorwest.html,East,An unnamed temporary French stockade built for use in the 1696 raid against the Onondaga Indians. The Onondaga Sewage Plant is now on the site.,"French Fort (1696), Onondaga - An unnamed temporary French stockade built for use in the 1696 raid against the Onondaga Indians. The Onondaga Sewage Plant is now on the site.",,2025-11-30 02:27:40
1606,French Mills Blockhouse,,NY,New York,Fort Covington,blockhouse,United States,(1813 - 1814),1813,1814,https://www.northamericanforts.com/East/nynorwest.html,East,"An American stockade with four blockhouses, initially used as a hospital camp for the wounded from battle in Canada, later used as winter quarters by Generals Wilkenson and Brown. The fort was evacuated in February 1814 for Sacket's Harbor , and burned by the British shortly thereafter. Site located on Covington Lane. It does not appear from records that the fort was ever actually named ""Fort Covington"" during the war. The town was originally called French Mills , but later changed after the war to commemorate the fort and the death of General Leonard Covington.","French Mills Blockhouse (1813 - 1814), Fort Covington - An American stockade with four blockhouses, initially used as a hospital camp for the wounded from battle in Canada, later used as winter quarters by Generals Wilkenson and Brown. The fort was evacuated in February 1814 for Sacket's Harbor , and burned by the British shortly thereafter. Site located on Covington Lane. It does not appear from records that the fort was ever actually named ""Fort Covington"" during the war. The town was originally called French Mills , but later changed after the war to commemorate the fort and the death of General Leonard Covington.",,2025-11-30 02:27:40
1617,Frenchman's Landing Blockhouses,,NY,New York,Niagara Falls,blockhouse,France|Great Britain,"(1745 - 1750, 1764)",1745,1764,https://www.northamericanforts.com/East/nywest.html,East,"A small French blockhouse and storehouse located a few hundred yards north of where Fort Little Niagara was later built, which replaced it. The British also later built a blockhouse here in 1764. Marker on Portage Road between Ferry and Byrd Aves..","Frenchman's Landing Blockhouses (1745 - 1750, 1764), Niagara Falls - A small French blockhouse and storehouse located a few hundred yards north of where Fort Little Niagara was later built, which replaced it. The British also later built a blockhouse here in 1764. Marker on Portage Road between Ferry and Byrd Aves..",,2025-11-30 02:27:41
1628,Gandachiragou,Keinthe|Mission de St. Jean,NY,New York,Lima,stockade,France,(1670's),1670,1670,https://www.northamericanforts.com/East/nywest.html,East,"A Seneca Indian village, not palisaded, also known as Keinthe , that hosted the French Jesuit Mission de St. Jean (1670's). Denonville's expedition of July 1687 stopped here to trade wampum. Site located just north of town.","Gandachiragou (1670's), Lima - A Seneca Indian village, not palisaded, also known as Keinthe , that hosted the French Jesuit Mission de St. Jean (1670's). Denonville's expedition of July 1687 stopped here to trade wampum. Site located just north of town.",,2025-11-30 02:27:41
1635,Gandougarae,Mission de St. Michel,NY,New York,near Holcomb,stockade,France,(1649 - 1687 ?),1649,1687,https://www.northamericanforts.com/East/nywest.html,East,"A village of Christian Hurons that were captives of the Senecas from a raid into Canada. The French Jesuit Mission de St. Michel (1649, 1673 - 1684) was located here at the request of the Hurons. The village was not palisaded. A stone monument is located about one-half mile upstream of the actual site on Mud Creek, about two miles north of town.","Gandougarae (1649 - 1687 ?), near Holcomb - A village of Christian Hurons that were captives of the Senecas from a raid into Canada. The French Jesuit Mission de St. Michel (1649, 1673 - 1684) was located here at the request of the Hurons. The village was not palisaded. A stone monument is located about one-half mile upstream of the actual site on Mud Creek, about two miles north of town.",,2025-11-30 02:27:41
1644,Ganechstage,,NY,New York,Geneva,stockade,France,(1687 - 1754),1687,1754,https://www.northamericanforts.com/East/nywest.html,East,A Seneca Indian village and French Jesuit mission. It was not palisaded. Marker located on White Spring Road at the western city limits.,"Ganechstage (1687 - 1754), Geneva - A Seneca Indian village and French Jesuit mission. It was not palisaded. Marker located on White Spring Road at the western city limits.",,2025-11-30 02:27:41
1626,Genesee Castle,Little Beard's Town|De-o-nun-da-ga-a,NY,New York,Cuylerville,fort,,(1770's),1770,1770,https://www.northamericanforts.com/East/nywest.html,East,"A Seneca fortified village on Little Beards Creek. Also known as Little Beard's Town , or De-o-nun-da-ga-a . Attacked and destroyed by Patriot forces in September 1779, the westernmost point the Sullivan Expedition reached. The inhabitants then fled to Fort Niagara. State marker located near 3064 Cuylerville Road (US 20A), just east of Leicester .","Genesee Castle (1770's), Cuylerville - A Seneca fortified village on Little Beards Creek. Also known as Little Beard's Town , or De-o-nun-da-ga-a . Attacked and destroyed by Patriot forces in September 1779, the westernmost point the Sullivan Expedition reached. The inhabitants then fled to Fort Niagara. State marker located near 3064 Cuylerville Road (US 20A), just east of Leicester .",,2025-11-30 02:27:41
1512,George Kimber's Fort,,NY,New York,Unionville,fort,Great Britain,(1759 ?),1759,1759,https://www.northamericanforts.com/East/nycatskill.html,East,A settlers' fort and mill. Kimber settled here in 1759.,"George Kimber's Fort (1759 ?), Unionville - A settlers' fort and mill. Kimber settled here in 1759.",,2025-11-30 02:27:32
1521,Governors Island Barracks,Nutten Island Batteries,NY,New York,Governors Island,battery,Great Britain|United States (Colonial/Revolutionary),"(1755 - 1757, 1776 - 1783)",1755,1783,https://www.northamericanforts.com/East/nycity.html,East,"British troops were posted on the island for the first time in 1755. No formal defense works are known to have been built at that time. Patriot forces erected several batteries and entrenchments in 1776, but were soon captured by the British. (see also Nutten Island Batteries (1776) listed below)","Governors Island Barracks (1755 - 1757, 1776 - 1783), Governors Island - British troops were posted on the island for the first time in 1755. No formal defense works are known to have been built at that time. Patriot forces erected several batteries and entrenchments in 1776, but were soon captured by the British. (see also Nutten Island Batteries (1776) listed below)",,2025-11-30 02:27:33
1650,Great Gully Fort,Goi-o-gouen|Mission de St. Joseph,NY,New York,"Springport Township, Cayuga County",stockade,France,(1656 - 1779),1656,1779,https://www.northamericanforts.com/East/nywest.html,East,"An Upper Cayuga Indian palisaded village or ""castle"" located in the Great Gully between Springport and Ledyard Townships , on the east side of Cayuga Lake. Also known as Goi-o-gouen or (Upper) Cayuga Castle . Destroyed by Patriot forces under General Sullivan in September 1779. State marker located on NY 34B near Number One . Site access by footpath only. The French Jesuit Mission de St. Joseph was established here in 1668 (to 1684 ?). An earlier French mission was attempted here in 1656.","Great Gully Fort (1656 - 1779), Springport Township, Cayuga County - An Upper Cayuga Indian palisaded village or ""castle"" located in the Great Gully between Springport and Ledyard Townships , on the east side of Cayuga Lake. Also known as Goi-o-gouen or (Upper) Cayuga Castle . Destroyed by Patriot forces under General Sullivan in September 1779. State marker located on NY 34B near Number One . Site access by footpath only. The French Jesuit Mission de St. Joseph was established here in 1668 (to 1684 ?). An earlier French mission was attempted here in 1656.",,2025-11-30 02:27:41
1542,Greenbush Fort,,NY,New York,East Greenbush,stockade,Netherlands|Great Britain,(1663 - 1690),1663,1690,https://www.northamericanforts.com/East/nyhudson.html,East,A Dutch stockaded fort three miles east of town that protected settlers from Indian attacks.,"Greenbush Fort (1663 - 1690), East Greenbush - A Dutch stockaded fort three miles east of town that protected settlers from Indian attacks.",,2025-11-30 02:27:36
1584,Heidman's Fort,,NY,New York,Berne Township,fort,United States (Colonial/Revolutionary),(1770's),1770,1770,https://www.northamericanforts.com/East/nymohawk.html,East,"Probably a fortified house, located on Beaverdam Creek.","Heidman's Fort (1770's), Berne Township - Probably a fortified house, located on Beaverdam Creek.",,2025-11-30 02:27:39
1572,Huntington Forts,,NY,New York,Huntington,redoubt,Great Britain,"(1653, 1777 - 1783)",1653,1783,https://www.northamericanforts.com/East/nylong.html,East,"An unnamed British redoubt was located on Fort Hill. Its remains were noted as late as 1876. No remains today, site now residential homes, along East Main Street (NY 25A) at Fort Hill Road and Maple Hill Road. Also in town were two other smaller British redoubts, one located on a hill at or near the present Bethel African Methodist Episcopal Church (1845/1925) and St. John's Cemetery (1747) at 291 Park Ave.; and the other located at the Place Farm in the West Hills area of South Huntington , near the present Whitman-Place House (1810) at 69 Chichester Road. A colonial militia stone fort (1653) was said to be located on the property of the Joseph Whitman House (1692) at 365 West Hills Road (state marker at 85 Chichester Road).","Huntington Forts (1653, 1777 - 1783), Huntington - An unnamed British redoubt was located on Fort Hill. Its remains were noted as late as 1876. No remains today, site now residential homes, along East Main Street (NY 25A) at Fort Hill Road and Maple Hill Road. Also in town were two other smaller British redoubts, one located on a hill at or near the present Bethel African Methodist Episcopal Church (1845/1925) and St. John's Cemetery (1747) at 291 Park Ave.; and the other located at the Place Farm in the West Hills area of South Huntington , near the present Whitman-Place House (1810) at 69 Chichester Road. A colonial militia stone fort (1653) was said to be located on the property of the Joseph Whitman House (1692) at 365 West Hills Road (state marker at 85 Chichester Road).",,2025-11-30 02:27:37
1590,Hyde Bay Camp,,NY,New York,"Springfield Township, Otsego County",camp,United States (Colonial/Revolutionary),(1779),1779,1779,https://www.northamericanforts.com/East/nymohawk.html,East,A temporary Patriot fortified encampment at Otsego Lake during the Sullivan Expedition. The settlement at Springfield was abandoned in the summer of 1778 after a Loyalist/Indian raid.,"Hyde Bay Camp (1779), Springfield Township, Otsego County - A temporary Patriot fortified encampment at Otsego Lake during the Sullivan Expedition. The settlement at Springfield was abandoned in the summer of 1778 after a Loyalist/Indian raid.",,2025-11-30 02:27:39
1519,Indian Fort,,NY,New York,Manhattan,fort,,(c. 1600),1600,1600,https://www.northamericanforts.com/East/nycity.html,East,"A Weckweeskeck (?) Indian fortified village located on the Harlem River opposite Ward's Island, probably located near East 105th Street.","Indian Fort (c. 1600), Manhattan - A Weckweeskeck (?) Indian fortified village located on the Harlem River opposite Ward's Island, probably located near East 105th Street.",,2025-11-30 02:27:33
1509,Isaac Dolson's Blockhouse,,NY,New York,Middletown,blockhouse,Great Britain,(1757),1757,1757,https://www.northamericanforts.com/East/nycatskill.html,East,"A fortified log home, originally built in 1735. Rebuilt as a stone house in the 1750's. A blockhouse was also built here in 1757 under orders of Capt. James Clinton.","Isaac Dolson's Blockhouse (1757), Middletown - A fortified log home, originally built in 1735. Rebuilt as a stone house in the 1750's. A blockhouse was also built here in 1757 under orders of Capt. James Clinton.",,2025-11-30 02:27:32
1653,John Speed's Blockhouse,,NY,New York,Speedsville,blockhouse,United States,(1806),1806,1806,https://www.northamericanforts.com/East/nywest.html,East,A settlers' blockhouse.,"John Speed's Blockhouse (1806), Speedsville - A settlers' blockhouse.",,2025-11-30 02:27:41
1510,John Van Tuyle's Fort,,NY,New York,"Greenville Township, Orange County",fort,Great Britain|United States (Colonial/Revolutionary),(1771 - unknown),1771,1771,https://www.northamericanforts.com/East/nycatskill.html,East,"A settlers' stone fort. The structure was roofed over in 1791 for use as a house. Exact location undetermined, presumably on Fort Van Tyle Road, north of I-84.","John Van Tuyle's Fort (1771 - unknown), Greenville Township, Orange County - A settlers' stone fort. The structure was roofed over in 1791 for use as a house. Exact location undetermined, presumably on Fort Van Tyle Road, north of I-84.",,2025-11-30 02:27:32
1641,Kanestio Castle,,NY,New York,Canisteo,fort,France,(1690 - 1764),1690,1764,https://www.northamericanforts.com/East/nywest.html,East,A Seneca Indian fortified village on the Canisteo River that was burned by the NY colonial militia under Capt. Andrew Montour in 1764. French Jesuit missionaries had established a mission here in 1690.,"Kanestio Castle (1690 - 1764), Canisteo - A Seneca Indian fortified village on the Canisteo River that was burned by the NY colonial militia under Capt. Andrew Montour in 1764. French Jesuit missionaries had established a mission here in 1690.",,2025-11-30 02:27:41
1501,Kerhonkson Indian Fort,,NY,New York,Kerhonkson,fort,,(1663 ?),1663,1663,https://www.northamericanforts.com/East/nycatskill.html,East,An Esopus Indian fortification on Rondout Creek. Found abandoned by Dutch soldiers in July 1663 after the Indian attacks on Wiltwyck and New Dorp (Hurley) in June.,"Kerhonkson Indian Fort (1663 ?), Kerhonkson - An Esopus Indian fortification on Rondout Creek. Found abandoned by Dutch soldiers in July 1663 after the Indian attacks on Wiltwyck and New Dorp (Hurley) in June.",,2025-11-30 02:27:32
1620,Kienuka,,NY,New York,Lewiston,stockade,,(c. 1500 - 1640),1500,1500,https://www.northamericanforts.com/East/nywest.html,East,"A palisaded ""fortress of refuge"" for Squawkihaw Indians, until defeated by the Seneca Indians, located along the Niagara Escarpment.","Kienuka (c. 1500 - 1640), Lewiston - A palisaded ""fortress of refuge"" for Squawkihaw Indians, until defeated by the Seneca Indians, located along the Niagara Escarpment.",,2025-11-30 02:27:41
1562,Kitchawanc Fort,,NY,New York,Croton-on-Hudson,fort,,(c. 1600),1600,1600,https://www.northamericanforts.com/East/nyhudson.html,East,A Kitchawanc Indian fortified village was located on the Hudson River on Van Cortlandt Neck overlooking Haverstraw Bay.,"Kitchawanc Fort (c. 1600), Croton-on-Hudson - A Kitchawanc Indian fortified village was located on the Hudson River on Van Cortlandt Neck overlooking Haverstraw Bay.",,2025-11-30 02:27:36
1607,Malone Arsenal,,NY,New York,Malone,arsenal,United States,(1812 - 1855),1812,1855,https://www.northamericanforts.com/East/nynorwest.html,East,"A stone magazine and state arsenal was located here on the village green at Main Street, now called Arsenal Green (marker on East Main Street). A portion of Gen. Wilkenson's army spent the winter here (1813 - 1814).","Malone Arsenal (1812 - 1855), Malone - A stone magazine and state arsenal was located here on the village green at Main Street, now called Arsenal Green (marker on East Main Street). A portion of Gen. Wilkenson's army spent the winter here (1813 - 1814).",,2025-11-30 02:27:40
1651,Moravia Arsenal,,NY,New York,Moravia,arsenal,United States,(1800 - 1930),1800,1930,https://www.northamericanforts.com/East/nywest.html,East,A stone magazine and state arsenal located at Grove and Aurora Streets. Razed circa 1930. State marker on Side Street.,"Moravia Arsenal (1800 - 1930), Moravia - A stone magazine and state arsenal located at Grove and Aurora Streets. Razed circa 1930. State marker on Side Street.",,2025-11-30 02:27:41
